ticker,price_2025
GMAT3,"4,51"
GNDI3,#N/A
GOAU3,"8,73"
GOAU4,"9,00"
GOLL4,#N/A
GPAR3,#N/A
GRND3,"4,60"
GSHP3,"3,93"
GUAR3,#N/A
HAGA3,"1,72"
HAGA4,"1,09"
HAPV3,"4147,50"
HBOR3,"2,50"
HBRE3,"4,61"
HBSA3,"3,67"
HBTS3,#N/A
HBTS5,#N/A
HBTS6,#N/A
HETA3,#N/A
HETA4,"5,09"
HOOT3,#N/A
HOOT4,"6,08"
HYPE3,"23,32"
IFCM3,"1,21"
IGBR3,#N/A
IGSN3,#N/A
IGTI11,"25,57"
IGTI3,"3,04"
INEP3,"1,20"
INEP4,"1,04"
INNT3,#N/A
INTB3,"11,61"
IRBR3,"53,70"
ITSA3,"11,99"
ITSA4,"11,68"
ITUB3,"10120,00"
ITUB4,"39,23"
IVPR3B,#N/A
IVPR4B,#N/A
JALL3,"2,77"
JBSS3,#N/A
JFEN3,"0,99"
JHSF3,"7,93"
JOPA3,"20,11"
JOPA4,#N/A
JSLG3,"6,07"
KEPL3,"9,84"
KLBN11,"18,76"
KLBN3,"3,81"
KLBN4,"3,76"
KRSA3,#N/A
LAME3,#N/A
LAME4,#N/A
LAND3,"8,40"
LAVV3,"15,98"
LCAM3,#N/A
LEVE3,"34,11"
LIGT3,"4,73"
LIPR3,#N/A
LJQQ3,"2,21"
LLBI3,#N/A
LLIS3,#N/A
LMED3,#N/A
LOGG3,"24,20"
LOGN3,"33,79"
LPSB3,"1,74"
LREN3,"3800,00"
LTEL3B,#N/A
LTLA3B,#N/A
LUPA3,"1,00"
LUXM3,#N/A
LUXM4,"4,37"
LVTC3,#N/A
LWSA3,"4,26"
MAPT3,#N/A
MAPT4,#N/A
MATD3,"5,26"
MBLY3,#N/A
MDIA3,"23,96"
MDNE3,"27,45"
MEAL3,"1,27"
MEGA3,#N/A
MELK3,"3,80"
MERC3,#N/A
MERC4,#N/A
MGEL3,#N/A
MGEL4,"6,00"
MGLU3,"2545,00"
MILS3,"14,00"
MLAS3,"1,36"
MMAQ3,#N/A
MMAQ4,#N/A
MMXM11,#N/A
MMXM3,#N/A
MNDL3,#N/A
MNPR3,"4,60"
MNZC3B,#N/A
MOAR3,#N/A
MODL11,#N/A
MODL3,#N/A
MODL4,#N/A
MOSI3,#N/A
MOVI3,"9,60"
MRFG3,#N/A
MRSA3B,"39,00"
MRSA5B,#N/A
MRSA6B,#N/A
MRVE3,"7,79"
MSPA3,#N/A
MSPA4,#N/A
MSRO3,#N/A
MTIG3,#N/A
MTIG4,#N/A
MTRE3,"3,72"
MTSA3,#N/A
MTSA4,"49,25"
MULT3,"27,25"
MWET3,"18,00"
MWET4,"8,63"
MYPK3,"10,09"
NEMO3,#N/A
NEMO5,#N/A
NEMO6,#N/A
NEOE3,"32,38"
NGRD3,"27,74"
NINJ3,#N/A
NORD3,"4,20"
NRTQ3,#N/A
NTCO3,#N/A
NUTR3,"2,63"
ODER3,#N/A
ODER4,#N/A
ODPV3,"11,20"
OFSA3,"23,00"
OIBR3,"0,17"
OIBR4,"2,05"
ONCO3,"2,71"
OPCT3,"8,45"
OPHE3B,#N/A
OPSE3B,#N/A
OPTS3B,#N/A
ORVR3,"69,92"
OSXB3,"1,98"
PARD3,#N/A
PATI3,"29,21"
PATI4,#N/A
PCAR3,"3,80"
PDGR3,"1,43"
PDTC3,"1,30"
PEAB3,#N/A
PEAB4,"38,41"
PETR3,"9085,00"
PETR4,"30,82"
PETZ3,#N/A
PFRM3,"9,13"
PGMN3,"6,09"
PINE3,"12,40"
PINE4,"13,33"
PLAS3,"4,90"
PLPL3,"13,70"
PMAM3,"0,63"
PNVL3,"11,99"
POMO3,"5,74"
POMO4,"5,97"
PORT3,#N/A
POSI3,"4,00"
POWE3,#N/A
PPAR3,#N/A
PPLA11,"0,70"
PRIO3,"5690,00"
PRMN3B,#N/A
PRNR3,"15,91"
PSSA3,"48,36"
PSVM11,#N/A
PTBL3,"3,15"
PTCA11,#N/A
PTCA3,#N/A
PTNT3,"8,77"
PTNT4,"4,55"
QUAL3,"2,28"
QUSW3,#N/A
QVQP3B,#N/A
RADL3,"23,45"
RAIL3,"14,76"
RAIZ4,"0,81"
RANI3,"8,68"
RAPT3,"5,85"
RAPT4,"5,65"
RCSL3,"0,59"
RCSL4,"1,68"
RDNI3,#N/A
RDOR3,"40,61"
RECV3,"11,32"
REDE3,"6,25"
RENT3,"6100,00"
RNEW11,#N/A
RNEW3,"0,94"
RNEW4,"0,89"
ROMI3,"8,02"
RPAD3,"5,35"
RPAD5,"6,90"
RPAD6,"4,74"
RPMG3,"2,08"
RRRP3,#N/A
RSID3,"1,69"
RSUL3,#N/A
RSUL4,"69,86"
SANB11,"34,06"
SANB3,"16,47"
SANB4,"17,22"
SAPR11,"40,18"
SAPR3,"9,00"
SAPR4,"7,83"
SBFG3,"12,96"
SBSP3,#N/A
SCAR3,"13,93"
SEER3,"9,82"
SEQL3,"2,64"
SGPS3,#N/A
SHOW3,"5,78"
SHUL3,#N/A
SHUL4,"5,05"
SIMH3,"5,09"
SLCE3,"16,05"
SLED3,#N/A
SLED4,#N/A
SMFT3,"23,30"
SMTO3,"15,12"
SNSY3,"11,00"
SNSY5,"3,04"
SNSY6,#N/A
SOJA3,"9,04"
SOMA3,#N/A
SOND3,#N/A
SOND5,"65,58"
SOND6,"57,41"
SQIA3,#N/A
STBP3,#N/A
STKF3,#N/A
STTR3,#N/A
SULA11,#N/A
SULA3,#N/A
SULA4,#N/A
SUZB3,#N/A
SYNE3,"5,05"
TAEE11,"42,11"
TAEE3,"13,90"
TAEE4,"14,08"
TASA3,"5,06"
TASA4,"4,67"
TCNO3,#N/A
TCNO4,#N/A
TCSA3,"1,13"
TECN3,"7,43"
TEKA3,#N/A
TEKA4,#N/A
TELB3,"10,90"
TELB4,"7,99"
TEND3,"24,56"
TFCO4,"16,30"
TGMA3,"36,99"
TIMS3,"6080,00"
TKNO3,"203,00"
TKNO4,#N/A
TOTS3,"42,08"
TPIS3,"5,37"
TRAD3,"4,04"
TRIS3,"6,26"
TRPL3,#N/A
TRPL4,#N/A
TTEN3,"16,50"
TUPY3,"12,29"
TXRX3,#N/A
TXRX4,"1,57"
UCAS3,"1,41"
UGPA3,"20,90"
UNIP3,"57,88"
UNIP5,"62,00"
UNIP6,"57,93"
UPKP3B,#N/A
USIM3,"5,96"
USIM5,"5,95"
USIM6,"7,11"
VALE3,"20210,00"
VAMO3,"3,23"
VBBR3,"25,33"
VIIA3,#N/A
VITT3,"4,18"
VIVA3,"33,24"
VIVR3,"0,62"
VIVT3,"9160,00"
VLID3,"21,40"
VSPT3,#N/A
VSPT4,#N/A
VULC3,"20,05"
VVEO3,"1,42"
WEGE3,"13380,00"
WEST3,"5,55"
WHRL3,"4,37"
WHRL4,"4,65"
WIZS3,#N/A
WLMM3,"21,00"
WLMM4,"20,00"
YDUQ3,"12,17"
YDUQ3,"12,17"
WLMM4,"20,00"
YDUQ3,"12,17"
WLMM4,"20,00"
YDUQ3,"12,17"
MXRF11,"9,54"
VGIR11,"9,83"
VGHF11,"7,23"
HCTR11,"21,00"
BTCI11,"9,34"
KISU11,"7,24"
KNCR11,"107,51"
IRDM11,#N/A
MCHF11,#N/A
KNIP11,"90,54"
DEVA11,"25,99"
VSLH11,"2,15"
WHGR11,"9,35"
TORD11,"2,01"
ARRI11,"6,85"
MCCI11,"91,54"
XPSF11,"6,58"
CPTS11,"7,75"
XPML11,"108,06"
BLMR11,#N/A
KNRE11,"0,32"
RECR11,"83,17"
HGRU11,"126,11"
RBRR11,"87,57"
XPLG11,"105,83"
KNSC11,"8,81"
RZAK11,"82,45"
TGAR11,"93,00"
JSRE11,"66,48"
HGCR11,"98,01"
VILG11,"99,50"
HGLG11,"158,42"
URPR11,"38,13"
GALG11,#N/A
BBPO11,#N/A
VCJR11,"81,30"
HSML11,"92,54"
CVBI11,#N/A
BTLG11,"102,41"
VIUR11,"6,18"
BCFF11,#N/A
VRTA11,"82,60"
VISC11,"109,04"
RBRF11,#N/A
VGIP11,"80,23"
GGRC11,"10,21"
KNHY11,"100,55"
PVBI11,"82,00"
CYCR11,"8,85"
BRCR11,"45,95"
RZTR11,"97,99"
RBRP11,"55,85"
KNRI11,"153,80"
MALL11,#N/A
HFOF11,"6,63"
TRXF11,"97,97"
BRCO11,"117,89"
LVBI11,"112,24"
EGYR11,"2,90"
HGRE11,"124,01"
GAME11,"8,87"
VINO11,"5,14"
SDIL11,#N/A
XPPR11,#N/A
SADI11,#N/A
XPCI11,"82,98"
RECT11,"38,41"
ALZR11,"10,73"
SARE11,#N/A
HABT11,"76,40"
RBRY11,"97,80"
BCRI11,"69,00"
PATL11,"66,32"
AIEC11,"52,99"
VCRI11,"7,40"
MGFF11,#N/A
SNFF11,"76,14"
HSAF11,"80,40"
EQIR11,"8,25"
HGBS11,"20,00"
BARI11,#N/A
RZAT11,"88,51"
OUJP11,"79,59"
RBRL11,"92,49"
RBVA11,"10,41"
PORD11,"8,15"
XPIN11,"82,78"
BCIA11,"88,80"
MFII11,"76,85"
BTAL11,"83,99"
SNCI11,"84,96"
APTO11,"8,47"
RBRX11,"8,35"
BTRA11,"61,21"
SPTW11,"37,01"
HSLG11,"92,25"
BLMG11,"34,70"
KFOF11,"87,10"
FCFL11,"126,00"
RPRI11,"85,39"
BIME11,"6,12"
HGFF11,#N/A
KINP11,#N/A
OUFF11,#N/A
NCHB11,#N/A
GTWR11,"83,00"
OURE11,#N/A
BPFF11,#N/A
CPFF11,#N/A
KCRE11,"8,79"
RINV11,"107,30"
TEPP11,"8,68"
QAGR11,#N/A
JSAF11,"7,77"
PLCR11,#N/A
MORE11,#N/A
CXCE11B,#N/A
GCFF11,#N/A
RBFF11,#N/A
DVFF11,"5,89"
SPXS11,"9,22"
HTMX11,"150,60"
CARE11,"5,40"
AFHI11,"95,79"
LGCP11,#N/A
RVBI11,#N/A
VIFI11,#N/A
BBFO11,"64,37"
PATC11,"41,93"
SNLG11,"1,58"
JPPA11,"82,44"
RELG11,"65,90"
EDGA11,"13,68"
HOFC11,"30,08"
FIGS11,"47,02"
MANA11,"9,26"
XPCM11,"7,98"
RCRB11,"140,90"
RBHG11,"66,38"
ITIT11,"69,90"
ALZM11,#N/A
CXCI11,"69,10"
ITIP11,"65,98"
GSFI11,"10,97"
SEQR11,"52,20"
MORC11,#N/A
LFTT11,#N/A
MGCR11,#N/A
RFOF11,#N/A
ONEF11,#N/A
RDPD11,#N/A
MGHT11,"17,45"
CXCO11,"67,97"
GCRI11,"65,87"
FLCR11,"96,70"
XPHT12,#N/A
LUGG11,#N/A
RNGO11,"51,23"
HGPO11,"146,00"
FIVN11,"3,24"
PLOG11,#N/A
IBCR11,"48,65"
FIIB11,"479,00"
KIVO11,"64,94"
RBRD11,"41,74"
BBRC11,"103,00"
HREC11,"8,19"
VLOL11,#N/A
FAED11,"154,39"
NAVT11,"72,63"
JRDM11,#N/A
RBED11,#N/A
QAMI11,#N/A
IRIM11,"68,00"
MFAI11,#N/A
VTLT11,#N/A
SCPF11,"2,62"
CBOP11,"33,17"
BNFS11,"74,49"
RBHY11,"77,40"
NSLU11,"216,00"
CXAG11,"76,86"
ABCP11,"80,37"
FIIP11B,#N/A
FVPQ11,"70,50"
VCRR11,"67,74"
FLMA11,"159,00"
HLOG11,"9,25"
ZAVI11,"10,27"
NEWL11,"114,95"
MAXR11,"63,49"
JFLL11,"68,00"
CEOC11,"46,05"
CXRI11,"69,30"
PABY11,"11,29"
HRDF11,"3,44"
IDFI11,#N/A
BLUR11,#N/A
CNES11,"1,77"
RRCI11,#N/A
RBDS11,"1,89"
RBOP11,"217,39"
HCHG11,"80,12"
CRFF11,"73,44"
RCFA11,#N/A
RECX11,#N/A
BBFI11B,#N/A
RBIR11,"92,05"
OULG11,#N/A
HCRI11,"284,82"
MCHY11,#N/A
SHPH11,"943,99"
NVHO11,"12,40"
DPRO11,"6,37"
EVBI11,#N/A
FATN11,"85,59"
HPDP11,"92,50"
CTXT11,"5,90"
LASC11,"109,00"
HBRH11,#N/A
RNDP11,#N/A
EURO11,"300,10"
LIFE11,"8,53"
RBVO11,#N/A
PQDP11,"2349,00"
BREV11,#N/A
ASMT11,#N/A
DAMT11B,#N/A
OGHY11,#N/A
NEWU11,"86,80"
GTLG11,#N/A
HUSC11,"98,06"
HUCG11,"87,99"
HOSI11,#N/A
VSHO11,"76,58"
RBRS11,"36,40"
WPLZ11,"55,00"
FPAB11,"210,63"
CCRF11,#N/A
VOTS11,"76,49"
FAMB11B,#N/A
WSEC11,#N/A
BPML11,"85,15"
WTSP11B,#N/A
CXTL11,"345,14"
HGIC11,"64,87"
BICR11,#N/A
BLMC11,#N/A
TRXB11,"168,90"
PRSN11B,#N/A
HAAA11,"54,99"
NCRI11,"9,20"
ALMI11,"590,01"
HSRE11,"106,50"
PEMA11,#N/A
EDFO11B,#N/A
BRIP11,"545,00"
TRNT11,#N/A
XPHT11,#N/A
PQAG11,"56,29"
ZIFI11,#N/A
PRSV11,"34,00"
MATV11,#N/A
IDGR11,#N/A
CJCT11,#N/A
RMAI11,#N/A
PLRI11,"11,74"
VVCO11,"14,99"
BMLC11,"97,14"
MFCR11,#N/A
LATR11B,#N/A
FMOF11,"37,97"
SRVD11,#N/A
RCFF11,#N/A
RBLG11,#N/A
DRIT11B,#N/A
JASC11,#N/A
BICE11,#N/A
HDEL11,#N/A
KEVE11,#N/A
BZLI11,#N/A
FLRP11,"21,48"
ATSA11,#N/A
FPNG11,#N/A
JPPC11,#N/A
HCST11,"54,84"
VXXV11,#N/A
BLCA11,"95,30"
TSER11,#N/A
SJAU11,"8,60"
SHOP11,#N/A
CCME11,"9,06"
SEED11,#N/A
MMVE11,#N/A
YUFI11,#N/A
BLMO11,#N/A
ERPA11,#N/A
BRLA11,#N/A
MCHF12,#N/A
DOVL11B,#N/A
REIT11,#N/A
HUSI11,#N/A
BTWR11,#N/A
VSEC11,#N/A
MGLG11,#N/A
SIGR11,#N/A
BPRP11,#N/A
ROOF11,#N/A
ARCT11,#N/A
RZAK12,#N/A
EXES11,"9,46"
FTCE11B,#N/A
TCIN11,#N/A
HDOF11,#N/A
RBTS11,"399,99"
GURB11,#N/A
PNPR11,#N/A
HBCR11,#N/A
RBHY12,#N/A
MINT11,#N/A
FEXC11,#N/A
BTCR11,#N/A
XTED11,#N/A
LSPA11,#N/A
RBRI11,#N/A
JBFO11,#N/A
MCCI12,#N/A
ANCR11B,#N/A
BLCP11,#N/A
VGIR12,#N/A
VRTA12,#N/A
RBCO11,#N/A
BTCR12,#N/A
MBRF11,#N/A
SAIC11B,#N/A
VVPR11,#N/A
HGCR12,#N/A
QIRI11,#N/A
AFOF11,#N/A
LKDV11,#N/A
CORM11,#N/A
IBFF11,#N/A
RBRY12,#N/A
PURB11,#N/A
BRIM11,"318,13"
SOLR11,#N/A
HREC12,#N/A
RZTR12,#N/A
HSAF12,#N/A
ORPD11,#N/A
HABT12,#N/A
CYCR12,#N/A
RBRR12,#N/A
RSPD11,"877,00"
NPAR11,#N/A
VGHF12,#N/A
EQIN11,#N/A
KNSC12,#N/A
MGIM11,#N/A
IFIE11,#N/A
IFID11,#N/A
RBGS11,#N/A
VGIP12,#N/A
ERCR11,#N/A
TOUR13,#N/A
TOUR12,#N/A
TOUR11,#N/A
TORM13,#N/A
AFCR11,#N/A
CVBI12,#N/A
DMAC11,#N/A
XPCI12,#N/A
SDIL12,#N/A
RBIV11,#N/A
BLCP12,#N/A
TCIN12,#N/A
QIFF11,#N/A
BTLG12,#N/A
OURE12,#N/A
THRA11,#N/A
LOFT13B,#N/A
RBBV11,#N/A
AQLL11,#N/A
PORD12,#N/A
AFOF12,#N/A
QIFF12,#N/A
KISU12,#N/A
TGAR12,#N/A
RCRI11B,#N/A
FEXC12,#N/A
MGCR12,#N/A
BLMG12,#N/A
LOFT11B,#N/A
BCFF12,#N/A
RBRP12,#N/A
HMOC11,#N/A
BARI12,#N/A
VILG12,#N/A
QMFF11,#N/A
FISC11,#N/A
RBFF12,#N/A
OUCY11,#N/A
MORE12,#N/A
RBRF12,#N/A
RELG12,#N/A
CPTS12,#N/A
RBRL12,#N/A
GRLV11,#N/A
GCFF12,#N/A
BMLC11B,#N/A
BRCO12,#N/A
XPPR12,#N/A
BBVJ11,#N/A
ARFI11B,#N/A
LGCP12,#N/A
GESE11B,#N/A
DOMC11,#N/A
HBTT11,#N/A
BPFF12,#N/A
LVBI12,#N/A
UBSR11,#N/A
FVBI11,#N/A
MXRF12,#N/A
BCIA12,#N/A
YCHY11,#N/A
OUFF12,#N/A
CPTS11B,#N/A
TFOF11,#N/A
CPTS12B,#N/A
SDIP11,#N/A
SAAG11,#N/A
TBOF11,#N/A
OULG11B,#N/A
SNCR11,#N/A
UBSR12,#N/A
RDES11,#N/A
XPHT14,#N/A
XPLG12,#N/A
RBCB11,#N/A
HCTR12,#N/A
VERE11,#N/A
RBCO12,#N/A
XPIN12,#N/A
FOFT11,#N/A
VISC13,#N/A
MGFF12,#N/A
OULG12B,#N/A
TRXL11,#N/A
RECT12,#N/A
FFCI11,#N/A
HSML12,#N/A
XPML13,#N/A
XPLG13,#N/A
MALL12,#N/A
OUCY12,#N/A
FIXX11,"99,61"
JSRE13,#N/A
LVBI13,#N/A
OUJP12,#N/A
HFOF13,#N/A
HGJH11,#N/A
PDDA11B,#N/A
AEFI11,#N/A
AGCX11,#N/A
ALZR12,#N/A
XPML12,#N/A
UBSR13,#N/A
GWIR11,#N/A
ATSA11B,#N/A
TGAR11B,#N/A
JSRE12,#N/A
WPLZ11B,#N/A
VISC12,#N/A
BCFF11B,#N/A
FFCI12,#N/A
CEOC11B,#N/A
THRA11B,#N/A
FCFL11B,#N/A
XPGA11,#N/A
WMRB11B,#N/A
EDGA11B,#N/A
FVBI11B,#N/A
FEXC11B,#N/A
HTMX11B,#N/A
CNES11B,#N/A
JRDM11B,#N/A
NSLU11B,#N/A
ALMI11B,#N/A
FAED11B,#N/A
HCRI11B,#N/A
TRNT11B,#N/A
MAXR11B,#N/A
FLRP11B,#N/A
BCFF12B,#N/A
EURO12,#N/A
CNES12B,#N/A
REIT11B,#N/A
BCRI12,#N/A
FIIB12,#N/A
HTMX12B,#N/A
FLCI11,#N/A
VRTA13,#N/A
TSFI11,#N/A
GVFF11,#N/A
CSHP11B,#N/A
BVAR11,#N/A
GWIC11,#N/A
MXRC11,#N/A
RBPR11,#N/A
RBPD11,#N/A
THRA12B,#N/A
CEOC12B,#N/A
FAED12B,#N/A
NCHB11B,#N/A
RCCS11,#N/A
MSHP11,#N/A
STFI11,#N/A
BJRC11,#N/A
JSIM11,#N/A
TRXL12,#N/A
MSLF11B,#N/A
RBPD12,#N/A
RBPD13,#N/A
AQLL11B,#N/A
SAAG12,#N/A
BRCR12,#N/A
RBAG11,#N/A
CSBC11,#N/A
BRCR11L,#N/A
MXRF16,#N/A
MXRF15,#N/A
RBAG12,#N/A
BRCR11B,#N/A
TRXL15,#N/A
ABCP12,#N/A
FFCI11L,#N/A
PQDP11BL,#N/A
NSLU12B,#N/A
FFCI11F,#N/A
FJKI11,#N/A
SHPH11B,#N/A
FMAL11B,#N/A
FSIG11,#N/A
NUBR33,#N/A
M1TA34,"130,72"
XPBR31,"91,75"
IVVB11,"424,20"
BTCL11,#N/A
SMAL11,"112,72"
TRIG11,#N/A
